State/UT,Year,Cause,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Total
TRIPURA,2009,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2009,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2009,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2009,By coming under running vehicles/trains,0,0,0,1,0,1,0,0,1,0,0,1,2
TRIPURA,2009,By Other means (please specify),0,1,0,0,1,2,0,4,0,0,1,5,7
TRIPURA,2009,Total,9,187,154,95,22,467,10,158,62,31,10,271,738
TRIPURA,2009,Total (Poison),3,69,62,40,6,180,3,73,33,13,2,124,304
TRIPURA,2009,Total (Jumping),0,0,2,0,0,2,0,0,0,0,0,0,2
TRIPURA,2010,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2010,By Drowning,3,1,0,0,0,4,1,0,0,0,2,3,7
TRIPURA,2010,By Fire/Self Immolation,0,2,4,2,0,8,1,12,22,11,0,46,54
TRIPURA,2010,By Fire-Arms,0,0,1,0,0,1,0,0,0,0,0,0,1
TRIPURA,2010,By Hanging,8,64,88,56,41,257,7,37,23,24,13,104,361
TRIPURA,2010,By Consuming Insecticides,1,10,3,2,2,18,4,7,3,0,5,19,37
TRIPURA,2010,By Consuming Other Poison,3,49,45,27,22,146,5,49,27,13,8,102,248
TRIPURA,2010,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2010,By Jumping from (Building),0,0,0,4,0,4,0,0,0,0,0,0,4
TRIPURA,2010,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2010,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2010,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2010,By Overdose of sleeping pills,0,1,0,0,0,1,0,0,0,0,0,0,1
TRIPURA,2010,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2010,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2010,By Other means (please specify),1,0,1,0,0,2,0,3,5,1,1,10,12
TRIPURA,2010,Total,16,127,142,91,65,441,18,108,80,49,29,284,725
TRIPURA,2010,Total (Poison),4,59,48,29,24,164,9,56,30,13,13,121,285
TRIPURA,2010,Total (Jumping),0,0,0,4,0,4,0,0,0,0,0,0,4
TRIPURA,2011,By Over Alcoholism,0,0,0,2,0,2,0,0,0,0,0,0,2
TRIPURA,2011,By Drowning,0,3,0,2,4,9,0,2,0,0,0,2,11
TRIPURA,2011,By Fire/Self Immolation,0,0,0,1,1,2,0,3,1,0,1,5,7
TRIPURA,2011,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,By Hanging,2,88,79,37,21,227,1,65,33,30,19,148,375
TRIPURA,2011,By Consuming Insecticides,2,35,22,13,5,77,2,29,10,1,1,43,120
TRIPURA,2011,By Consuming Other Poison,1,43,22,10,3,79,2,29,6,6,3,46,125
TRIPURA,2011,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,By Other means (please specify),0,33,10,3,5,51,0,5,3,1,3,12,63
TRIPURA,2011,Total,5,202,133,68,39,447,5,133,53,38,27,256,703
TRIPURA,2011,Total (Poison),3,78,44,23,8,156,4,58,16,7,4,89,245
TRIPURA,2011,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2012,By Over Alcoholism,0,2,2,1,0,5,0,0,0,0,0,0,5
TRIPURA,2012,By Drowning,1,8,13,3,2,27,1,10,5,3,1,20,47
TRIPURA,2012,By Fire/Self Immolation,0,0,2,1,0,3,0,2,1,0,0,3,6
TRIPURA,2012,By Fire-Arms,0,1,0,0,0,1,0,0,0,0,0,0,1
TRIPURA,2012,By Hanging,9,96,92,59,20,276,10,56,34,16,9,125,401
TRIPURA,2012,By Consuming Insecticides,4,22,10,19,2,57,0,31,5,2,1,39,96
TRIPURA,2012,By Consuming Other Poison,0,2,3,8,1,14,0,4,5,0,1,10,24
TRIPURA,2012,By Self Infliction of injury,0,4,1,0,0,5,0,1,0,0,0,1,6
TRIPURA,2012,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2012,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2012,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2012,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2012,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2012,By touching electric wires,1,3,1,0,0,5,0,0,0,0,0,0,5
TRIPURA,2012,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2012,By Other means (please specify),1,32,87,21,26,167,4,12,35,16,19,86,253
TRIPURA,2012,Total,16,170,211,112,51,560,15,116,85,37,31,284,844
TRIPURA,2012,Total (Poison),4,28,14,27,3,76,0,36,10,2,2,50,126
TRIPURA,2012,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2001,By Over Alcoholism,0,8,14,11,21,54,0,1,1,2,1,5,59
UTTAR PRADESH,2001,By Drowning,17,25,30,12,7,91,13,35,13,6,3,70,161
UTTAR PRADESH,2001,By Fire/Self Immolation,5,27,36,14,4,86,8,274,103,23,6,414,500
UTTAR PRADESH,2001,By Fire-Arms,3,47,22,11,4,87,1,6,3,0,1,11,98
UTTAR PRADESH,2001,By Hanging,5,261,191,82,21,560,10,240,237,85,15,587,1147
UTTAR PRADESH,2001,By Consuming Insecticides,19,146,65,76,33,339,11,164,80,20,15,290,629
UTTAR PRADESH,2001,By Consuming Other Poison,6,89,89,78,28,290,6,69,58,21,9,163,453
UTTAR PRADESH,2001,By Self Infliction of injury,1,0,7,7,0,15,0,12,0,0,1,13,28
UTTAR PRADESH,2001,By Jumping from (Building),2,8,14,1,0,25,0,6,4,0,1,11,36
UTTAR PRADESH,2001,By Jumping from (Other sites),0,22,24,2,3,51,0,6,10,6,0,22,73
UTTAR PRADESH,2001,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2001,By Machine,0,5,3,0,0,8,0,0,0,0,0,0,8
UTTAR PRADESH,2001,By Overdose of sleeping pills,4,8,6,3,1,22,1,14,7,5,2,29,51
UTTAR PRADESH,2001,By touching electric wires,4,28,10,2,4,48,4,13,2,0,1,20,68
UTTAR PRADESH,2001,By coming under running vehicles/trains,2,15,16,12,6,51,1,2,3,4,2,12,63
UTTAR PRADESH,2001,By Other means (please specify),5,27,18,19,5,74,8,28,16,3,13,68,142
UTTAR PRADESH,2001,Total,73,716,545,330,137,1801,63,870,537,175,70,1715,3516
UTTAR PRADESH,2001,Total (Poison),26,235,161,161,61,644,17,245,138,41,25,466,1110
UTTAR PRADESH,2001,Total (Jumping),2,30,38,3,3,76,0,12,14,6,1,33,109
UTTAR PRADESH,2002,By Over Alcoholism,0,21,33,22,5,81,0,0,1,0,0,1,82
UTTAR PRADESH,2002,By Drowning,3,56,36,19,10,124,6,42,26,10,17,101,225
UTTAR PRADESH,2002,By Fire/Self Immolation,2,61,89,34,8,194,25,206,143,55,2,431,625
UTTAR PRADESH,2002,By Fire-Arms,4,43,29,29,5,110,0,11,8,0,0,19,129
UTTAR PRADESH,2002,By Hanging,14,287,225,133,34,693,20,287,150,76,33,566,1259
UTTAR PRADESH,2002,By Consuming Insecticides,9,117,116,76,37,355,5,136,67,31,13,252,607
UTTAR PRADESH,2002,By Consuming Other Poison,5,117,70,57,10,259,22,98,54,20,11,205,464
UTTAR PRADESH,2002,By Self Infliction of injury,0,9,1,0,4,14,0,2,3,0,0,5,19
UTTAR PRADESH,2002,By Jumping from (Building),1,3,6,2,3,15,1,0,1,0,0,2,17
UTTAR PRADESH,2002,By Jumping from (Other sites),0,6,9,2,1,18,0,2,2,0,2,6,24
UTTAR PRADESH,2002,By Jumping off Moving Vehicles/Trains,3,8,28,14,15,68,3,5,3,0,1,12,80
UTTAR PRADESH,2002,By Machine,0,3,3,3,1,10,1,1,0,0,0,2,12
UTTAR PRADESH,2002,By Overdose of sleeping pills,2,20,9,11,8,50,2,12,3,6,4,27,77
UTTAR PRADESH,2002,By touching electric wires,5,14,20,8,6,53,2,8,4,3,0,17,70
UTTAR PRADESH,2002,By coming under running vehicles/trains,3,28,41,17,7,96,1,14,12,5,3,35,131
UTTAR PRADESH,2002,By Other means,4,60,51,35,36,186,120,35,44,34,10,243,429
UTTAR PRADESH,2002,Total,55,853,766,462,190,2326,208,859,521,240,96,1924,4250
UTTAR PRADESH,2002,Total (Poison),14,243,187,133,51,628,27,236,124,51,24,462,1090
UTTAR PRADESH,2002,Total (Jumping),1,9,15,4,4,33,1,2,3,0,2,8,41
UTTAR PRADESH,2003,By Over Alcoholism,0,18,26,15,2,61,0,0,0,0,0,0,61
UTTAR PRADESH,2003,By Drowning,15,47,32,15,10,119,9,28,11,7,7,62,181
UTTAR PRADESH,2003,By Fire/Self Immolation,12,80,44,15,11,162,12,233,100,32,7,384,546
UTTAR PRADESH,2003,By Fire-Arms,3,48,34,20,3,108,1,15,5,1,0,22,130
UTTAR PRADESH,2003,By Hanging,15,267,242,75,29,628,10,208,127,62,11,418,1046
UTTAR PRADESH,2003,By Consuming Insecticides,5,121,91,76,20,313,7,107,60,42,25,241,554
UTTAR PRADESH,2003,By Consuming Other Poison,4,104,78,47,26,259,9,106,63,47,23,248,507
UTTAR PRADESH,2003,By Self Infliction of injury,0,9,7,6,1,23,0,6,6,4,2,18,41
UTTAR PRADESH,2003,By Jumping from (Building),4,14,18,10,6,52,2,3,5,4,3,17,69
UTTAR PRADESH,2003,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2003,By Jumping off Moving Vehicles/Trains,2,11,8,12,3,36,0,8,10,1,4,23,59
UTTAR PRADESH,2003,By Machine,0,4,5,5,1,15,0,0,1,0,0,1,16
UTTAR PRADESH,2003,By Overdose of sleeping pills,0,17,4,4,4,29,1,19,2,2,3,27,56
UTTAR PRADESH,2003,By touching electric wires,5,6,13,8,2,34,1,3,1,1,1,7,41
UTTAR PRADESH,2003,By coming under running vehicles/trains,2,16,19,20,10,67,0,15,6,4,2,27,94
UTTAR PRADESH,2003,By Other means (please specify),15,1,1,35,29,81,22,101,33,16,9,181,262
UTTAR PRADESH,2003,Total,82,763,622,363,157,1987,74,852,430,223,97,1676,3663
UTTAR PRADESH,2003,Total (Poison),9,234,176,129,47,595,16,219,129,93,50,507,1102
UTTAR PRADESH,2003,Total (Jumping),4,14,18,10,6,52,2,3,5,4,3,17,69
UTTAR PRADESH,2004,By Over Alcoholism,1,24,34,37,3,99,0,4,4,0,0,8,107
UTTAR PRADESH,2004,By Drowning,19,52,32,13,7,123,15,25,18,3,3,64,187
UTTAR PRADESH,2004,By Fire/Self Immolation,4,42,39,18,5,108,9,226,88,15,9,347,455
UTTAR PRADESH,2004,By Fire-Arms,3,46,46,19,5,119,1,21,9,1,1,33,152
UTTAR PRADESH,2004,By Hanging,15,220,216,98,27,576,15,306,125,43,11,500,1076
UTTAR PRADESH,2004,By Consuming Insecticides,15,106,106,31,10,268,12,131,96,64,10,313,581
UTTAR PRADESH,2004,By Consuming Other Poison,3,77,34,26,14,154,5,129,59,31,11,235,389
UTTAR PRADESH,2004,By Self Infliction of injury,0,1,3,0,1,5,0,0,0,1,0,1,6
UTTAR PRADESH,2004,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2004,By Jumping from (Other sites),1,10,5,6,2,24,0,1,1,0,0,2,26
UTTAR PRADESH,2004,By Jumping off Moving Vehicles/Trains,3,22,17,13,3,58,1,6,2,2,1,12,70
UTTAR PRADESH,2004,By Machine,1,2,2,0,0,5,0,0,0,0,0,0,5
UTTAR PRADESH,2004,By Overdose of sleeping pills,0,11,13,15,3,42,0,26,13,10,2,51,93
UTTAR PRADESH,2004,By touching electric wires,1,35,17,9,1,63,0,4,1,0,0,5,68
UTTAR PRADESH,2004,By coming under running vehicles/trains,7,51,59,36,29,182,3,23,14,5,6,51,233
UTTAR PRADESH,2004,By Other means (please specify),12,38,24,34,20,128,6,20,16,9,10,61,189
UTTAR PRADESH,2004,Total,85,737,647,355,130,1954,67,922,446,184,64,1683,3637
UTTAR PRADESH,2004,Total (Poison),18,184,143,57,25,427,17,260,155,96,21,549,976
UTTAR PRADESH,2004,Total (Jumping),1,10,5,6,2,24,0,1,1,0,0,2,26
UTTAR PRADESH,2005,By Over Alcoholism,0,33,39,41,0,113,0,3,4,1,0,8,121
UTTAR PRADESH,2005,By Drowning,9,40,31,18,15,113,6,55,40,11,2,114,227
UTTAR PRADESH,2005,By Fire/Self Immolation,12,41,38,14,3,108,12,185,102,29,23,351,459
UTTAR PRADESH,2005,By Fire-Arms,0,39,48,41,8,136,0,6,13,1,0,20,156
UTTAR PRADESH,2005,By Hanging,11,189,193,111,51,555,11,304,139,44,8,506,1061
UTTAR PRADESH,2005,By Consuming Insecticides,3,61,50,23,17,154,4,117,39,44,7,211,365
UTTAR PRADESH,2005,By Consuming Other Poison,3,46,50,27,12,138,4,88,45,26,3,166,304
UTTAR PRADESH,2005,By Self Infliction of injury,0,1,6,0,1,8,0,3,1,1,0,5,13
UTTAR PRADESH,2005,By Jumping from (Building),2,14,19,10,0,45,1,5,13,1,3,23,68
UTTAR PRADESH,2005,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2005,By Jumping off Moving Vehicles/Trains,0,31,32,17,3,83,0,4,19,5,3,31,114
UTTAR PRADESH,2005,By Machine,0,0,1,0,0,1,1,0,2,0,0,3,4
UTTAR PRADESH,2005,By Overdose of sleeping pills,0,11,15,3,0,29,0,7,11,9,1,28,57
UTTAR PRADESH,2005,By touching electric wires,2,14,8,5,8,37,0,9,9,4,2,24,61
UTTAR PRADESH,2005,By coming under running vehicles/trains,3,38,41,4,16,102,2,29,31,20,11,93,195
UTTAR PRADESH,2005,By Other means (please specify),13,9,42,55,31,150,18,49,5,12,10,94,244
UTTAR PRADESH,2005,Total,58,567,613,369,165,1772,59,864,473,208,73,1677,3449
UTTAR PRADESH,2005,Total (Poison),6,108,106,50,30,300,8,208,85,71,10,382,682
UTTAR PRADESH,2005,Total (Jumping),2,14,19,10,0,45,1,5,13,1,3,23,68
UTTAR PRADESH,2006,By Over Alcoholism,0,13,22,14,7,56,0,6,3,2,0,11,67
UTTAR PRADESH,2006,By Drowning,12,49,31,12,9,113,6,57,24,4,3,94,207
UTTAR PRADESH,2006,By Fire/Self Immolation,1,26,24,9,2,62,4,120,53,13,17,207,269
UTTAR PRADESH,2006,By Fire-Arms,2,33,37,20,6,98,0,3,6,1,0,10,108
UTTAR PRADESH,2006,By Hanging,7,31,201,83,21,343,4,277,145,42,10,478,821
UTTAR PRADESH,2006,By Consuming Insecticides,15,82,84,28,16,225,9,97,56,14,3,179,404
UTTAR PRADESH,2006,By Consuming Other Poison,5,45,59,22,19,150,9,71,30,17,7,134,284
UTTAR PRADESH,2006,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2006,By Jumping from (Building),0,6,6,2,2,16,2,19,3,3,1,28,44
UTTAR PRADESH,2006,By Jumping from (Other sites),2,12,14,4,2,34,1,9,6,0,0,16,50
UTTAR PRADESH,2006,By Jumping off Moving Vehicles/Trains,11,29,20,10,5,75,2,5,7,3,1,18,93
UTTAR PRADESH,2006,By Machine,0,0,0,1,0,1,0,0,2,2,0,4,5
UTTAR PRADESH,2006,By Overdose of sleeping pills,2,24,30,7,1,64,7,22,10,3,0,42,106
UTTAR PRADESH,2006,By touching electric wires,3,24,16,13,4,60,0,6,6,4,0,16,76
UTTAR PRADESH,2006,By coming under running vehicles/trains,3,51,23,13,4,94,5,13,6,5,4,33,127
UTTAR PRADESH,2006,By Other means (please specify),2,204,106,38,20,370,5,32,5,7,19,68,438
UTTAR PRADESH,2006,Total,65,629,673,276,118,1761,54,737,362,120,65,1338,3099
UTTAR PRADESH,2006,Total (Poison),20,127,143,50,35,375,18,168,86,31,10,313,688
UTTAR PRADESH,2006,Total (Jumping),2,18,20,6,4,50,3,28,9,3,1,44,94
UTTAR PRADESH,2007,By Over Alcoholism,0,11,21,25,3,60,0,0,4,1,0,5,65
UTTAR PRADESH,2007,By Drowning,8,52,41,23,17,141,7,28,14,7,1,57,198
UTTAR PRADESH,2007,By Fire/Self Immolation,1,25,34,20,6,86,12,269,112,25,27,445,531
UTTAR PRADESH,2007,By Fire-Arms,1,37,38,24,7,107,2,17,10,1,0,30,137
UTTAR PRADESH,2007,By Hanging,12,227,180,189,93,701,7,352,220,29,18,626,1327
UTTAR PRADESH,2007,By Consuming Insecticides,6,83,83,48,16,236,9,135,69,27,13,253,489
UTTAR PRADESH,2007,By Consuming Other Poison,5,96,71,31,16,219,8,72,25,13,6,124,343
UTTAR PRADESH,2007,By Self Infliction of injury,0,3,6,3,3,15,0,1,2,0,0,3,18
UTTAR PRADESH,2007,By Jumping from (Building),3,18,33,20,2,76,0,5,6,0,1,12,88
UTTAR PRADESH,2007,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2007,By Jumping off Moving Vehicles/Trains,1,18,25,17,6,67,1,8,7,3,0,19,86
UTTAR PRADESH,2007,By Machine,0,1,0,0,0,1,0,0,1,0,0,1,2
UTTAR PRADESH,2007,By Overdose of sleeping pills,6,25,36,10,14,91,2,25,16,4,0,47,138
UTTAR PRADESH,2007,By touching electric wires,0,16,12,15,4,47,0,2,5,4,1,12,59
UTTAR PRADESH,2007,By coming under running vehicles/trains,4,76,47,24,15,166,1,27,15,6,4,53,219
UTTAR PRADESH,2007,By Other means (please specify),3,7,1,16,14,41,20,49,51,36,30,186,227
UTTAR PRADESH,2007,Total,50,695,628,465,216,2054,69,990,557,156,101,1873,3927
UTTAR PRADESH,2007,Total (Poison),11,182,160,82,35,470,17,208,96,40,19,380,850
UTTAR PRADESH,2007,Total (Jumping),3,18,33,20,2,76,0,5,6,0,1,12,88
UTTAR PRADESH,2008,By Over Alcoholism,3,8,61,27,5,104,0,6,1,1,0,8,112
UTTAR PRADESH,2008,By Drowning,14,75,62,27,21,199,11,85,36,12,17,161,360
UTTAR PRADESH,2008,By Fire/Self Immolation,2,30,60,33,7,132,7,190,103,19,18,337,469
UTTAR PRADESH,2008,By Fire-Arms,1,36,49,22,8,116,2,26,11,5,2,46,162
UTTAR PRADESH,2008,By Hanging,6,260,150,112,38,566,16,422,149,33,18,638,1204
UTTAR PRADESH,2008,By Consuming Insecticides,13,122,113,59,19,326,7,172,88,30,10,307,633
UTTAR PRADESH,2008,By Consuming Other Poison,14,69,76,37,16,212,8,79,53,22,4,166,378
UTTAR PRADESH,2008,By Self Infliction of injury,0,4,7,2,1,14,0,10,5,0,0,15,29
UTTAR PRADESH,2008,By Jumping from (Building),0,13,19,6,0,38,1,12,10,3,4,30,68
UTTAR PRADESH,2008,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2008,By Jumping off Moving Vehicles/Trains,0,19,30,7,4,60,0,3,2,1,0,6,66
UTTAR PRADESH,2008,By Machine,0,1,1,2,1,5,0,1,5,1,0,7,12
UTTAR PRADESH,2008,By Overdose of sleeping pills,0,20,15,8,1,44,1,19,6,3,1,30,74
UTTAR PRADESH,2008,By touching electric wires,2,33,26,9,8,78,0,15,4,5,1,25,103
UTTAR PRADESH,2008,By coming under running vehicles/trains,0,27,34,23,24,108,5,11,22,4,3,45,153
UTTAR PRADESH,2008,By Other means (please specify),5,51,55,45,21,177,11,32,24,12,9,88,265
UTTAR PRADESH,2008,Total,60,768,758,419,174,2179,69,1083,519,151,87,1909,4088
UTTAR PRADESH,2008,Total (Poison),27,195,196,98,36,552,15,261,146,52,14,488,1040
UTTAR PRADESH,2008,Total (Jumping),0,13,19,6,0,38,1,12,10,3,4,30,68
UTTAR PRADESH,2009,By Over Alcoholism,0,17,33,16,9,75,0,0,0,1,4,5,80
UTTAR PRADESH,2009,By Drowning,0,97,62,40,8,207,17,43,29,13,7,109,316
UTTAR PRADESH,2009,By Fire/Self Immolation,5,34,28,25,13,105,14,245,107,25,29,420,525
UTTAR PRADESH,2009,By Fire-Arms,1,33,49,18,10,111,1,17,8,3,2,31,142
UTTAR PRADESH,2009,By Hanging,12,281,225,132,32,682,14,324,195,24,14,571,1253
UTTAR PRADESH,2009,By Consuming Insecticides,9,111,114,49,16,299,12,195,87,51,16,361,660
UTTAR PRADESH,2009,By Consuming Other Poison,3,77,61,24,9,174,2,69,43,11,7,132,306
UTTAR PRADESH,2009,By Self Infliction of injury,1,8,6,8,5,28,0,1,4,0,2,7,35
UTTAR PRADESH,2009,By Jumping from (Building),0,10,6,2,3,21,1,4,5,1,0,11,32
UTTAR PRADESH,2009,By Jumping from (Other sites),0,27,17,4,1,49,0,22,6,0,0,28,77
UTTAR PRADESH,2009,By Jumping off Moving Vehicles/Trains,0,27,17,4,1,49,0,22,6,0,0,28,77
UTTAR PRADESH,2009,By Machine,1,2,1,1,0,5,0,1,0,0,0,1,6
UTTAR PRADESH,2009,By Overdose of sleeping pills,0,13,8,3,6,30,0,6,6,2,0,14,44
UTTAR PRADESH,2009,By touching electric wires,6,18,18,15,8,65,0,11,3,3,2,19,84
UTTAR PRADESH,2009,By coming under running vehicles/trains,4,33,38,31,16,122,1,21,18,7,7,54,176
UTTAR PRADESH,2009,By Other means (please specify),9,48,82,46,32,217,0,88,14,20,6,128,345
UTTAR PRADESH,2009,Total,51,836,765,418,169,2239,62,1069,531,161,96,1919,4158
UTTAR PRADESH,2009,Total (Poison),13,196,181,81,30,501,14,265,134,62,25,500,1001
UTTAR PRADESH,2009,Total (Jumping),0,37,23,6,4,70,1,26,11,1,0,39,109
UTTAR PRADESH,2010,By Over Alcoholism,0,16,21,16,2,55,0,44,1,1,0,46,101
UTTAR PRADESH,2010,By Drowning,13,56,52,20,15,156,5,31,11,2,5,54,210
UTTAR PRADESH,2010,By Fire/Self Immolation,9,33,35,16,4,97,15,284,101,25,25,450,547
UTTAR PRADESH,2010,By Fire-Arms,1,51,39,19,9,119,1,13,7,4,2,27,146
UTTAR PRADESH,2010,By Hanging,9,227,163,94,40,533,0,355,187,56,2,600,1133
UTTAR PRADESH,2010,By Consuming Insecticides,1,57,52,24,9,143,4,82,74,21,8,189,332
UTTAR PRADESH,2010,By Consuming Other Poison,4,60,64,57,25,210,20,99,61,23,22,225,435
UTTAR PRADESH,2010,By Self Infliction of injury,0,6,3,4,1,14,0,5,0,1,0,6,20
UTTAR PRADESH,2010,By Jumping from (Building),0,11,11,4,2,28,1,5,4,2,2,14,42
UTTAR PRADESH,2010,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2010,By Jumping off Moving Vehicles/Trains,2,17,18,2,2,41,1,6,6,1,1,15,56
UTTAR PRADESH,2010,By Machine,0,11,9,5,0,25,0,1,1,0,0,2,27
UTTAR PRADESH,2010,By Overdose of sleeping pills,0,13,8,5,3,29,1,15,1,5,1,23,52
UTTAR PRADESH,2010,By touching electric wires,2,30,30,12,8,82,2,13,10,6,1,32,114
UTTAR PRADESH,2010,By coming under running vehicles/trains,5,40,44,32,3,124,6,26,17,17,1,67,191
UTTAR PRADESH,2010,By Other means (please specify),0,44,31,37,19,131,2,48,24,8,9,91,222
UTTAR PRADESH,2010,Total,46,672,580,347,142,1787,58,1027,505,172,79,1841,3628
UTTAR PRADESH,2010,Total (Poison),5,123,119,85,35,367,24,186,135,45,30,420,787
UTTAR PRADESH,2010,Total (Jumping),0,11,11,4,2,28,1,5,4,2,2,14,42
UTTAR PRADESH,2011,By Over Alcoholism,1,22,32,27,2,84,1,4,0,0,0,5,89
UTTAR PRADESH,2011,By Drowning,9,68,55,30,18,180,5,46,23,4,3,81,261
UTTAR PRADESH,2011,By Fire/Self Immolation,5,48,68,28,7,156,14,325,132,26,26,523,679
UTTAR PRADESH,2011,By Fire-Arms,0,20,31,10,3,64,1,16,2,1,0,20,84
UTTAR PRADESH,2011,By Hanging,5,399,339,169,39,951,17,415,232,70,15,749,1700
UTTAR PRADESH,2011,By Consuming Insecticides,1,63,62,25,5,156,3,89,47,31,3,173,329
UTTAR PRADESH,2011,By Consuming Other Poison,8,111,130,64,22,335,10,129,73,32,17,261,596
UTTAR PRADESH,2011,By Self Infliction of injury,0,11,14,9,5,39,0,2,3,4,0,9,48
UTTAR PRADESH,2011,By Jumping from (Building),0,7,8,8,3,26,5,8,4,1,0,18,44
UTTAR PRADESH,2011,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2011,By Jumping off Moving Vehicles/Trains,0,25,28,5,0,58,0,11,3,0,0,14,72
UTTAR PRADESH,2011,By Machine,0,3,4,3,2,12,0,1,0,0,0,1,13
UTTAR PRADESH,2011,By Overdose of sleeping pills,0,9,8,8,6,31,1,11,6,5,0,23,54
UTTAR PRADESH,2011,By touching electric wires,5,23,19,11,1,59,1,4,3,0,0,8,67
UTTAR PRADESH,2011,By coming under running vehicles/trains,0,47,65,47,16,175,0,41,22,3,1,67,242
UTTAR PRADESH,2011,By Other means (please specify),11,111,134,74,57,387,1,68,66,24,19,178,565
UTTAR PRADESH,2011,Total,45,967,997,518,186,2713,59,1170,616,201,84,2130,4843
UTTAR PRADESH,2011,Total (Poison),9,185,206,98,32,530,13,220,123,67,20,443,973
UTTAR PRADESH,2011,Total (Jumping),0,7,8,8,3,26,5,8,4,1,0,18,44
UTTAR PRADESH,2012,By Over Alcoholism,1,17,45,28,5,96,0,5,0,0,0,5,101
UTTAR PRADESH,2012,By Drowning,4,51,53,35,14,157,6,53,23,2,7,91,248
UTTAR PRADESH,2012,By Fire/Self Immolation,7,56,66,26,13,168,11,253,150,38,14,466,634
UTTAR PRADESH,2012,By Fire-Arms,0,61,26,19,10,116,1,20,4,2,4,31,147
UTTAR PRADESH,2012,By Hanging,3,295,290,241,66,895,16,319,235,103,13,686,1581
UTTAR PRADESH,2012,By Consuming Insecticides,1,63,44,30,3,141,4,86,42,11,3,146,287
UTTAR PRADESH,2012,By Consuming Other Poison,2,69,75,53,16,215,2,112,40,25,9,188,403
UTTAR PRADESH,2012,By Self Infliction of injury,0,15,19,7,2,43,0,10,8,4,1,23,66
UTTAR PRADESH,2012,By Jumping from (Building),1,9,11,15,6,42,0,5,5,3,0,13,55
UTTAR PRADESH,2012,By Jumping from (Other sites),1,13,28,16,20,78,2,13,8,7,1,31,109
